,hospital_name,hospital_ownership,hospital_type,lat,lng,address,city,emergency_services,subtotal_acute_utilization,payroll_employees,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison
3136,GOOD SAMARITAN HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,40.146353,-77.128598,FOURTH AND WALNUT STREETS,LEBANON,True,57.0,927.37,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
3137,GOOD SAMARITAN HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,40.146353,-77.128598,FOURTH AND WALNUT STREETS,LEBANON,True,57.0,927.37,4,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
3138,GOOD SAMARITAN HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,40.146353,-77.128598,FOURTH AND WALNUT STREETS,LEBANON,True,57.0,927.37,3,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3139,ROBERT PACKER HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.9800398,-76.5206811,ONE GUTHRIE SQUARE,SAYRE,True,71.0,1338.82,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3140,COOKEVILLE REGIONAL MEDICAL CENTER,Government - Local,Acute Care Hospitals,36.16996,-85.50935,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,True,75.0,1899.49,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
3141,MAURY REGIONAL HOSPITAL,Government - Local,Acute Care Hospitals,35.605855,-87.065844,1224 TROTWOOD AVE,COLUMBIA,True,55.0,1982.87,4,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Below the national average
3142,SAINT THOMAS WEST HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,36.129083,-86.8434476,"4220 HARDING RD, PO BOX 380",NASHVILLE,True,77.0,1462.76,4,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
3143,VAL VERDE REGIONAL MEDICAL CENTER,Proprietary,Acute Care Hospitals,29.374425,-100.893034,801 BEDELL AVE,DEL RIO,True,45.0,793.49,2,Same as the national average,Not Available,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average
3144,ASCENSION SETON NORTHWEST,Voluntary non-profit - Private,Acute Care Hospitals,30.40482,-97.74501,11113 RESEARCH BOULEVARD,AUSTIN,True,48.0,308.75,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Not Available
3145,SAN GABRIEL VALLEY MEDICAL CENTER,Proprietary,Acute Care Hospitals,34.102461,-118.105572,438 W LAS TUNAS DRIVE,SAN GABRIEL,True,60.0,782.42,4,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
3146,INCLINE VILLAGE HEALTH CENTER,Government - Hospital District or Authority,Critical Access Hospitals,39.250945,-119.953861,880 ALDER STREET,INCLINE VILLAGE,True,1.0,39.75,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3147,KENMARE COMMUNITY HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,48.6742881,-102.0844703,PO BOX 697,KENMARE,True,66.0,52.75,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3148,HARDIN MEMORIAL HOSPITAL,Government - Local,Acute Care Hospitals,37.709917,-85.875048,913 NORTH DIXIE AVENUE,ELIZABETHTOWN,True,54.0,2356.02,4,Above the national average,Below the national average,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average
3149,HARDIN MEMORIAL HOSPITAL,Government - Local,Acute Care Hospitals,37.709917,-85.875048,913 NORTH DIXIE AVENUE,ELIZABETHTOWN,True,54.0,2356.02,4,Same as the national average,Not Available,Above the national average,Not Available,Not Available,Not Available,Same as the national average
3150,SAINT JOSEPH EAST,Voluntary non-profit - Private,Acute Care Hospitals,38.000199,-84.440371,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,True,54.0,726.75,4,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
3151,ST JOSEPH MERCY OAKLAND,Voluntary non-profit - Private,Acute Care Hospitals,42.614943,-83.2751,44405 WOODWARD AVE,PONTIAC,True,59.0,2509.27,3,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3152,MOUNT CARMEL ST ANN'S,Voluntary non-profit - Private,Acute Care Hospitals,40.114374,-82.948909,500 SOUTH CLEVELAND AVENUE,WESTERVILLE,True,68.0,1715.74,4,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
3153,AKRON GENERAL MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,41.077859,-81.532787,1 AKRON GENERAL AVENUE,AKRON,True,74.0,3618.88,4,Above the national average,Below the national average,Above the national average,Below the national average,Below the national average,Below the national average,Above the national average
3154,BEAVER DAM COMMUNITY HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,43.448477,-88.828197,707 S UNIVERSITY AVE,BEAVER DAM,True,10.0,631.99,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
3155,MERCYONE CEDAR FALLS MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,42.533922,-92.455969,515 COLLEGE STREET,CEDAR FALLS,True,18.0,204.84,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Above the national average,Same as the national average
3156,PRISMA HEALTH RICHLAND HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,34.026699,-81.035032,5 MEDICAL PARK,COLUMBIA,True,71.0,4468.0,2,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Below the national average,Same as the national average
3157,CHI ST ALEXIUS HEALTH DICKINSON,Voluntary non-profit - Church,Critical Access Hospitals,46.887267,-102.820598,2500 FAIRWAY STREET,DICKINSON,True,63.0,265.92,4,Same as the national average,Not Available,Above the national average,Same as the national average,Not Available,Not Available,Same as the national average
3158,MERCY MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,43.236824,-123.371604,2700 NW STEWART PARKWAY,ROSEBURG,True,53.0,859.39,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3159,MERCY MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,43.236824,-123.371604,2700 NW STEWART PARKWAY,ROSEBURG,True,53.0,859.39,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
3160,MERCY MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,43.236824,-123.371604,2700 NW STEWART PARKWAY,ROSEBURG,True,53.0,859.39,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3161,MERCY MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,43.236824,-123.371604,2700 NW STEWART PARKWAY,ROSEBURG,True,53.0,859.39,3,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
3162,SIERRA VIEW MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,36.069573,-119.027274,465 W PUTNAM AVE,PORTERVILLE,True,56.0,844.58,1,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average
3163,MOUNT SINAI HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,40.7897618,-73.9533073,ONE GUSTAVE L LEVY PLACE,NEW YORK,True,93.0,11550.36,4,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3164,OWENSBORO HEALTH REGIONAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,37.777296,-87.069958,1201 PLEASANT VALLEY ROAD,OWENSBORO,True,41.0,2513.16,4,Below the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
3165,HIGHLAND HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,43.135955,-77.607556,1000 SOUTH AVENUE,ROCHESTER,True,103.0,2668.2,3,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average
3166,HIGHLAND HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,43.135955,-77.607556,1000 SOUTH AVENUE,ROCHESTER,True,103.0,2668.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3167,HIGHLAND HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,43.135955,-77.607556,1000 SOUTH AVENUE,ROCHESTER,True,103.0,2668.2,2,Same as the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average
3168,JEFFERSON REGIONAL MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,34.189066,-92.018453,1600 WEST 40TH AVENUE,PINE BLUFF,True,44.0,1259.0,1,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
